,clas,clas_t,reg,reg_T
918,[[0.03942138 0.48696116 0.47361746]],[[0. 1. 0.]],[[40.092873]],[22]
919,[[0.05520224 0.51258963 0.43220815]],[[0. 1. 0.]],[[36.933247]],[26]
920,[[0.9047168  0.0496122  0.04567108]],[[1. 0. 0.]],[[-1.]],[0]
921,[[0.15777989 0.43856362 0.40365654]],[[0. 0. 1.]],[[22.258812]],[16]
922,[[0.02732391 0.5178588  0.45481735]],[[0. 1. 0.]],[[44.355145]],[28]
923,[[9.9999666e-01 5.9147851e-07 2.7042915e-06]],[[1. 0. 0.]],[[-1.]],[0]
924,[[0.9922236  0.00369503 0.00408135]],[[1. 0. 0.]],[[-1.]],[0]
925,[[0.11506541 0.47547513 0.4094594 ]],[[0. 0. 1.]],[[27.436491]],[24]
926,[[0.09318468 0.47714597 0.42966932]],[[0. 0. 1.]],[[30.022932]],[28]
927,[[0.065236   0.513918   0.42084605]],[[0. 0. 1.]],[[34.113075]],[24]
928,[[0.01536876 0.4934265  0.49120468]],[[0. 1. 0.]],[[64.033104]],[78]
929,[[0.9149793  0.04005348 0.04496716]],[[1. 0. 0.]],[[-1.]],[0]
930,[[0.9201174  0.04184628 0.0380363 ]],[[1. 0. 0.]],[[-1.]],[0]
931,[[0.25134662 0.39284828 0.35580513]],[[1. 0. 0.]],[[16.949062]],[0]
932,[[0.69883007 0.11064906 0.19052088]],[[1. 0. 0.]],[[-1.]],[0]
933,[[0.21712871 0.40981364 0.3730576 ]],[[0. 1. 0.]],[[18.066122]],[20]
934,[[0.11490394 0.44366208 0.44143394]],[[1. 0. 0.]],[[31.473574]],[0]
935,[[0.06209642 0.4871222  0.45078132]],[[0. 1. 0.]],[[34.91341]],[28]
936,[[0.9278761  0.03394276 0.03818107]],[[1. 0. 0.]],[[-1.]],[0]
937,[[0.955012   0.02100186 0.02398608]],[[1. 0. 0.]],[[-1.]],[0]
938,[[0.1023365  0.45617473 0.4414888 ]],[[0. 0. 1.]],[[28.02889]],[32]
939,[[0.1372968  0.44910765 0.41359556]],[[0. 1. 0.]],[[23.93336]],[16]
940,[[0.1215426  0.36593366 0.5125237 ]],[[1. 0. 0.]],[[-1.]],[0]
941,[[0.06418181 0.5120709  0.42374733]],[[0. 0. 1.]],[[34.441063]],[14]
942,[[0.07957915 0.48604798 0.43437284]],[[0. 1. 0.]],[[32.876255]],[28]
943,[[0.07992349 0.48827356 0.4318029 ]],[[0. 1. 0.]],[[31.608313]],[28]
944,[[0.44314784 0.27133277 0.28551945]],[[1. 0. 0.]],[[9.75761]],[0]
945,[[0.06292934 0.4638545  0.47321615]],[[0. 1. 0.]],[[37.944786]],[46]
946,[[0.95121986 0.02266513 0.026115  ]],[[1. 0. 0.]],[[-1.]],[0]
947,[[0.20568594 0.40767062 0.38664347]],[[1. 0. 0.]],[[18.281929]],[0]
948,[[0.08948308 0.47874066 0.43177626]],[[0. 0. 1.]],[[30.109705]],[20]
949,[[0.04697301 0.48689333 0.46613365]],[[1. 0. 0.]],[[40.925484]],[0]
950,[[0.03870669 0.48665723 0.47463614]],[[0. 1. 0.]],[[46.908054]],[64]
951,[[0.02939325 0.5209736  0.44963315]],[[0. 0. 1.]],[[46.810642]],[64]
952,[[0.05332029 0.4902871  0.45639268]],[[0. 1. 0.]],[[38.675694]],[44]
953,[[0.2561479  0.38395718 0.35989493]],[[1. 0. 0.]],[[15.443817]],[0]
954,[[0.06883601 0.4771132  0.4540508 ]],[[0. 0. 1.]],[[35.26192]],[24]
955,[[0.1617788  0.45334348 0.3848777 ]],[[0. 0. 1.]],[[22.971552]],[44]
956,[[0.10813273 0.47954392 0.4123233 ]],[[0. 1. 0.]],[[27.85451]],[16]
957,[[0.0945475  0.47053015 0.43492234]],[[0. 0. 1.]],[[29.154675]],[38]
958,[[0.08668788 0.47734886 0.43596333]],[[0. 1. 0.]],[[31.25205]],[22]
959,[[0.05725548 0.5132651  0.42947945]],[[0. 1. 0.]],[[36.150993]],[12]
960,[[0.05968643 0.50973004 0.43058354]],[[0. 1. 0.]],[[34.895744]],[12]
961,[[0.07307448 0.49784255 0.42908296]],[[0. 1. 0.]],[[33.00444]],[20]
962,[[0.1411508  0.4423414  0.41650784]],[[0. 1. 0.]],[[24.259285]],[32]
963,[[0.1375812  0.44722623 0.41519254]],[[0. 1. 0.]],[[24.780169]],[32]
964,[[0.00312896 0.44131586 0.5555551 ]],[[0. 1. 0.]],[[71.18238]],[52]
965,[[0.04781662 0.5207921  0.4313913 ]],[[0. 1. 0.]],[[38.302364]],[76]
966,[[0.14620924 0.44689763 0.4068931 ]],[[0. 0. 1.]],[[23.374168]],[12]
967,[[0.11051984 0.46896917 0.42051104]],[[0. 0. 1.]],[[27.894083]],[40]
968,[[0.15065153 0.44080046 0.40854806]],[[0. 0. 1.]],[[19.135887]],[26]
969,[[0.12490813 0.4597854  0.41530642]],[[0. 0. 1.]],[[25.17583]],[20]
970,[[0.101806   0.47066802 0.427526  ]],[[0. 0. 1.]],[[28.630093]],[42]
971,[[0.1332013  0.4510978  0.41570085]],[[0. 0. 1.]],[[24.657925]],[8]
972,[[0.062934   0.4878345  0.44923154]],[[0. 1. 0.]],[[35.86774]],[32]
973,[[0.30818394 0.34214342 0.34967268]],[[0. 0. 1.]],[[16.812529]],[36]
974,[[0.8262294  0.08788016 0.08589043]],[[1. 0. 0.]],[[-0.99999887]],[0]
975,[[0.46283087 0.2804557  0.25671333]],[[1. 0. 0.]],[[4.7246184]],[0]
976,[[0.6328282  0.17994526 0.18722665]],[[1. 0. 0.]],[[2.4161017]],[0]
977,[[0.96215254 0.01057258 0.02727484]],[[1. 0. 0.]],[[-1.]],[0]
978,[[0.87960285 0.03944033 0.08095679]],[[1. 0. 0.]],[[-1.]],[0]
979,[[0.1179047  0.46640328 0.415692  ]],[[0. 0. 1.]],[[26.560614]],[12]
980,[[0.04345065 0.52614284 0.4304065 ]],[[0. 0. 1.]],[[39.72343]],[28]
981,[[0.18740398 0.4215374  0.39105862]],[[0. 0. 1.]],[[22.454704]],[36]
982,[[0.16038537 0.4399841  0.39963052]],[[0. 0. 1.]],[[22.460344]],[16]
983,[[0.6759018  0.16972834 0.15436989]],[[1. 0. 0.]],[[-0.99135643]],[0]
984,[[0.0739741  0.45931888 0.46670708]],[[0. 0. 1.]],[[42.66944]],[120]
985,[[0.22587    0.4539568  0.32017314]],[[1. 0. 0.]],[[6.8550324]],[0]
986,[[0.9889675  0.00441866 0.00661381]],[[1. 0. 0.]],[[-1.]],[0]
987,[[0.09688227 0.4774172  0.42570055]],[[0. 1. 0.]],[[29.530254]],[22]
988,[[0.03486536 0.5024621  0.4626726 ]],[[0. 1. 0.]],[[44.83808]],[36]
989,[[0.10525967 0.46568492 0.42905542]],[[0. 0. 1.]],[[28.026155]],[18]
990,[[0.02020532 0.5012542  0.47854045]],[[0. 1. 0.]],[[59.740986]],[68]
991,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
992,[[0.09904597 0.46364927 0.4373047 ]],[[0. 0. 1.]],[[29.251959]],[37]
993,[[0.8066636  0.10262816 0.09070823]],[[0. 1. 0.]],[[-0.99999523]],[8]
994,[[0.05677731 0.47328755 0.46993515]],[[0. 0. 1.]],[[39.86364]],[24]
995,[[0.14948338 0.44056278 0.40995383]],[[0. 0. 1.]],[[22.507215]],[14]
996,[[0.04691613 0.48311093 0.46997294]],[[0. 0. 1.]],[[42.51896]],[40]
997,[[0.08497462 0.47201607 0.44300932]],[[0. 1. 0.]],[[31.470062]],[28]
998,[[0.13462229 0.45422396 0.4111538 ]],[[0. 1. 0.]],[[24.731743]],[44]
999,[[0.19269045 0.42044902 0.38686055]],[[0. 0. 1.]],[[19.21644]],[22]
1000,[[0.06738734 0.47415206 0.45846057]],[[0. 1. 0.]],[[35.437588]],[38]
1001,[[0.11421204 0.4604766  0.42531136]],[[0. 1. 0.]],[[27.901997]],[36]
1002,[[0.29339176 0.35524952 0.3513587 ]],[[1. 0. 0.]],[[13.48171]],[0]
1003,[[9.99985099e-01 2.84561020e-06 1.20573995e-05]],[[1. 0. 0.]],[[-1.]],[0]
1004,[[0.10480247 0.46794984 0.42724773]],[[0. 0. 1.]],[[27.725681]],[44]
1005,[[0.10902911 0.46488643 0.42608446]],[[0. 1. 0.]],[[26.82679]],[32]
1006,[[0.13957442 0.46017423 0.40025133]],[[0. 1. 0.]],[[23.279028]],[28]
1007,[[0.23673554 0.39303422 0.37023023]],[[1. 0. 0.]],[[12.557898]],[0]
1008,[[0.08256482 0.48590705 0.43152803]],[[0. 1. 0.]],[[31.596817]],[26]
1009,[[0.80028737 0.10049155 0.09922109]],[[1. 0. 0.]],[[-0.99999595]],[0]
1010,[[0.110788   0.45277765 0.4364344 ]],[[0. 1. 0.]],[[27.965397]],[24]
1011,[[0.07935604 0.47103518 0.4496088 ]],[[0. 0. 1.]],[[35.15096]],[64]
1012,[[0.02769745 0.4959986  0.4763039 ]],[[0. 1. 0.]],[[52.695637]],[68]
1013,[[0.95110166 0.02340024 0.02549812]],[[1. 0. 0.]],[[-1.]],[0]
1014,[[0.803704   0.09395266 0.10234322]],[[1. 0. 0.]],[[-0.99975795]],[0]
1015,[[0.25341928 0.39546087 0.3511199 ]],[[1. 0. 0.]],[[15.42421]],[0]
1016,[[0.17140748 0.42643303 0.40215948]],[[0. 1. 0.]],[[19.897497]],[12]
1017,[[0.04309771 0.48966604 0.46723628]],[[0. 0. 1.]],[[41.9977]],[46]
1018,[[0.24248388 0.39428014 0.363236  ]],[[1. 0. 0.]],[[14.967938]],[0]
1019,[[0.01414391 0.4878691  0.49798694]],[[0. 1. 0.]],[[67.65412]],[42]
1020,[[0.7663019  0.11749216 0.1162059 ]],[[1. 0. 0.]],[[-0.99746734]],[0]
1021,[[0.05637815 0.514342   0.42927977]],[[0. 1. 0.]],[[34.89687]],[18]
1022,[[0.94683653 0.0254062  0.02775728]],[[1. 0. 0.]],[[-1.]],[0]
1023,[[0.15276773 0.4392169  0.40801537]],[[0. 0. 1.]],[[22.789953]],[16]
1024,[[0.06982993 0.46862915 0.46154094]],[[0. 1. 0.]],[[34.2186]],[24]
1025,[[0.9530051  0.02280119 0.02419382]],[[1. 0. 0.]],[[-1.]],[0]
1026,[[0.16935182 0.43070495 0.39994317]],[[1. 0. 0.]],[[20.657703]],[0]
1027,[[0.06564276 0.48362058 0.4507366 ]],[[0. 1. 0.]],[[34.74433]],[44]
1028,[[0.03556538 0.4795936  0.484841  ]],[[0. 1. 0.]],[[46.644173]],[54]
1029,[[0.99515605 0.00239494 0.00244903]],[[1. 0. 0.]],[[-1.]],[0]
1030,[[0.10295976 0.47157082 0.42546943]],[[0. 0. 1.]],[[28.544306]],[32]
1031,[[0.7810782  0.11063395 0.10828787]],[[1. 0. 0.]],[[-0.9996212]],[0]
1032,[[0.16458789 0.42895368 0.40645844]],[[0. 0. 1.]],[[22.408539]],[10]
1033,[[0.76157284 0.11094248 0.12748471]],[[1. 0. 0.]],[[-0.98312235]],[0]
1034,[[0.8034351  0.10572759 0.09083731]],[[1. 0. 0.]],[[-0.9999989]],[0]
1035,[[0.9261058  0.04418315 0.02971105]],[[1. 0. 0.]],[[-1.]],[0]
1036,[[0.09827237 0.4764743  0.42525336]],[[0. 1. 0.]],[[28.34443]],[60]
1037,[[0.8861138  0.0558711  0.05801511]],[[1. 0. 0.]],[[-1.]],[0]
1038,[[0.9126264  0.04107946 0.04629413]],[[1. 0. 0.]],[[-1.]],[0]
1039,[[0.07967088 0.49239728 0.42793182]],[[0. 0. 1.]],[[31.999285]],[42]
1040,[[0.06688142 0.4833572  0.44976142]],[[0. 0. 1.]],[[35.40146]],[40]
1041,[[0.13563497 0.43858692 0.42577806]],[[0. 1. 0.]],[[25.845867]],[24]
1042,[[0.0810374  0.48583433 0.43312824]],[[0. 0. 1.]],[[30.798029]],[24]
1043,[[0.1372968  0.44910765 0.41359556]],[[0. 0. 1.]],[[23.93336]],[26]
1044,[[0.10310854 0.47249323 0.42439818]],[[0. 1. 0.]],[[28.35965]],[46]
1045,[[0.12276474 0.45453176 0.42270353]],[[0. 1. 0.]],[[26.055107]],[68]
1046,[[0.09166839 0.4919223  0.4164093 ]],[[0. 0. 1.]],[[29.535429]],[36]
1047,[[0.9677228  0.01202744 0.02024976]],[[1. 0. 0.]],[[-1.]],[0]
1048,[[0.8705145  0.0475162  0.08196923]],[[0. 1. 0.]],[[-0.9998705]],[46]
1049,[[0.9528005  0.02501898 0.02218056]],[[1. 0. 0.]],[[-1.]],[0]
1050,[[0.10741698 0.4550097  0.43757328]],[[0. 0. 1.]],[[27.782228]],[128]
1051,[[0.9534429  0.02355451 0.0230026 ]],[[1. 0. 0.]],[[-1.]],[0]
1052,[[0.60677963 0.19194435 0.20127612]],[[1. 0. 0.]],[[2.4730494]],[0]
1053,[[0.1474561  0.44842166 0.40412217]],[[0. 1. 0.]],[[23.23263]],[8]
1054,[[0.04939122 0.48923674 0.46137208]],[[0. 0. 1.]],[[38.25582]],[40]
1055,[[0.06933632 0.47356048 0.45710316]],[[0. 0. 1.]],[[36.108402]],[24]
1056,[[0.06716188 0.48620805 0.44663003]],[[0. 1. 0.]],[[34.980484]],[16]
1057,[[0.26692623 0.37182438 0.36124936]],[[1. 0. 0.]],[[12.352444]],[0]
1058,[[0.36809713 0.32818282 0.3037201 ]],[[1. 0. 0.]],[[7.167739]],[0]
1059,[[0.12398364 0.44435313 0.4316632 ]],[[0. 1. 0.]],[[24.852386]],[34]
1060,[[0.8189582  0.08464383 0.09639789]],[[1. 0. 0.]],[[-0.9997276]],[0]
1061,[[0.08657777 0.46971336 0.44370884]],[[0. 0. 1.]],[[30.42761]],[12]
1062,[[0.04360558 0.4823007  0.47409377]],[[0. 1. 0.]],[[44.68358]],[148]
1063,[[0.06422031 0.47849125 0.45728847]],[[0. 1. 0.]],[[35.427475]],[52]
1064,[[0.09947701 0.46074614 0.43977684]],[[0. 0. 1.]],[[27.911182]],[24]
1065,[[0.9785138  0.00748963 0.01399656]],[[1. 0. 0.]],[[-1.]],[0]
1066,[[0.9533004  0.02211951 0.02458008]],[[1. 0. 0.]],[[-1.]],[0]
1067,[[0.5035484  0.1854978  0.31095386]],[[1. 0. 0.]],[[-1.]],[0]
1068,[[0.1042641  0.46415338 0.43158254]],[[0. 1. 0.]],[[26.959497]],[32]
1069,[[0.1226989  0.46851775 0.4087833 ]],[[0. 0. 1.]],[[25.482414]],[22]
1070,[[0.6309153  0.17129135 0.19779344]],[[1. 0. 0.]],[[-1.]],[0]
1071,[[0.16390425 0.4327875  0.40330815]],[[0. 0. 1.]],[[21.885048]],[12]
1072,[[0.1911656  0.42063704 0.38819733]],[[0. 0. 1.]],[[17.932537]],[12]
1073,[[0.11345203 0.46064746 0.4259005 ]],[[0. 1. 0.]],[[26.949106]],[38]
1074,[[0.05259491 0.51384854 0.43355653]],[[0. 1. 0.]],[[36.84845]],[20]
1075,[[0.7229291  0.11359803 0.16347286]],[[0. 0. 1.]],[[-1.]],[12]
1076,[[0.5934402  0.20523608 0.20132375]],[[0. 0. 1.]],[[-0.9913022]],[6]
1077,[[0.02125809 0.5248492  0.45389268]],[[0. 1. 0.]],[[50.109577]],[24]
1078,[[0.09525555 0.47117904 0.4335654 ]],[[0. 1. 0.]],[[30.319447]],[56]
1079,[[0.09825425 0.4718318  0.42991397]],[[0. 1. 0.]],[[29.805517]],[24]
1080,[[0.04089613 0.5112449  0.447859  ]],[[0. 1. 0.]],[[40.483597]],[24]
1081,[[0.97101206 0.01161748 0.01737045]],[[0. 0. 1.]],[[-1.]],[8]
1082,[[0.16559456 0.44209373 0.39231175]],[[0. 0. 1.]],[[20.620382]],[18]
1083,[[0.10430325 0.4857098  0.409987  ]],[[0. 0. 1.]],[[27.797075]],[44]
1084,[[0.00635403 0.6431059  0.35054004]],[[0. 1. 0.]],[[84.15707]],[92]
1085,[[0.09780535 0.46029407 0.4419006 ]],[[1. 0. 0.]],[[31.726202]],[0]
1086,[[0.12546624 0.45696396 0.41756976]],[[1. 0. 0.]],[[26.18776]],[0]
1087,[[0.05881092 0.47161126 0.46957776]],[[0. 0. 1.]],[[39.79804]],[36]
1088,[[0.05810177 0.45821702 0.48368114]],[[1. 0. 0.]],[[46.700287]],[0]
1089,[[0.9841875  0.00770259 0.00810987]],[[1. 0. 0.]],[[-1.]],[0]
1090,[[0.734984   0.12958567 0.13543034]],[[1. 0. 0.]],[[-0.99224603]],[0]
1091,[[0.85256994 0.07173833 0.07569169]],[[0. 1. 0.]],[[-0.9999985]],[8]
1092,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
1093,[[0.11694714 0.46467158 0.41838127]],[[0. 1. 0.]],[[26.984497]],[28]
1094,[[0.09544733 0.47704005 0.42751262]],[[0. 1. 0.]],[[29.920897]],[32]
1095,[[0.920364   0.0375187  0.04211733]],[[1. 0. 0.]],[[-1.]],[0]
1096,[[0.06338356 0.4883693  0.4482472 ]],[[0. 1. 0.]],[[36.352116]],[28]
1097,[[0.1836188  0.41824016 0.39814097]],[[0. 0. 1.]],[[20.653563]],[30]
1098,[[0.53751874 0.22836122 0.23412003]],[[1. 0. 0.]],[[-0.96456933]],[0]
1099,[[0.97071934 0.01087042 0.01841023]],[[1. 0. 0.]],[[-1.]],[0]
1100,[[0.69662225 0.15583612 0.14754167]],[[1. 0. 0.]],[[-0.9813425]],[0]
1101,[[0.44558024 0.27199167 0.28242812]],[[1. 0. 0.]],[[8.206938]],[0]
1102,[[0.1001861  0.47288463 0.42692924]],[[0. 1. 0.]],[[28.82051]],[24]
1103,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
1104,[[0.8543136  0.07738461 0.06830179]],[[1. 0. 0.]],[[-1.]],[0]
1105,[[0.13607615 0.4425247  0.4213992 ]],[[0. 1. 0.]],[[23.725327]],[18]
1106,[[0.8467688  0.07248504 0.08074621]],[[1. 0. 0.]],[[-0.99999034]],[0]
1107,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
1108,[[0.08321309 0.47916892 0.437618  ]],[[0. 0. 1.]],[[32.64759]],[34]
1109,[[0.9686396  0.01464805 0.01671228]],[[1. 0. 0.]],[[-1.]],[0]
1110,[[0.04168399 0.48488715 0.47342888]],[[0. 0. 1.]],[[44.722076]],[12]
1111,[[0.03594258 0.50889426 0.45516318]],[[0. 0. 1.]],[[42.513863]],[26]
1112,[[0.24473597 0.3880394  0.36722466]],[[0. 1. 0.]],[[15.19508]],[8]
1113,[[0.20078453 0.4226348  0.3765807 ]],[[0. 0. 1.]],[[18.114084]],[24]
1114,[[0.08276229 0.47400436 0.44323337]],[[0. 0. 1.]],[[32.35363]],[32]
1115,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
1116,[[0.6684332  0.16010775 0.17145911]],[[1. 0. 0.]],[[-0.581076]],[0]
1117,[[0.11099738 0.47605905 0.41294354]],[[0. 0. 1.]],[[27.77898]],[35]
1118,[[0.14426045 0.45939082 0.39634874]],[[0. 1. 0.]],[[22.023876]],[12]
1119,[[0.06526183 0.49054536 0.44419286]],[[0. 0. 1.]],[[35.73364]],[42]
1120,[[0.12965222 0.45525986 0.41508797]],[[0. 1. 0.]],[[23.80137]],[32]
1121,[[0.23474725 0.39976305 0.36548972]],[[0. 0. 1.]],[[14.898196]],[16]
1122,[[0.11203305 0.45842734 0.4295396 ]],[[0. 0. 1.]],[[26.54725]],[14]
1123,[[0.5315206  0.2458804  0.22259896]],[[1. 0. 0.]],[[-0.9424987]],[0]
1124,[[0.01674688 0.49593976 0.48731336]],[[0. 0. 1.]],[[58.677975]],[44]
1125,[[0.10105158 0.46750912 0.43143937]],[[0. 0. 1.]],[[28.51746]],[28]
1126,[[0.05878375 0.4863948  0.45482138]],[[0. 0. 1.]],[[37.706596]],[46]
1127,[[0.0841438  0.49137014 0.42448604]],[[0. 0. 1.]],[[30.042238]],[36]
1128,[[0.08207304 0.46724045 0.45068648]],[[1. 0. 0.]],[[31.742617]],[0]
1129,[[0.09632343 0.461207   0.44246963]],[[0. 0. 1.]],[[28.027735]],[26]
1130,[[0.35438737 0.28252825 0.3630844 ]],[[1. 0. 0.]],[[-0.99999994]],[0]
1131,[[0.04367027 0.4843755  0.47195423]],[[0. 0. 1.]],[[42.346924]],[22]
1132,[[0.01919851 0.52166206 0.45913944]],[[0. 0. 1.]],[[49.65265]],[24]
1133,[[0.14084315 0.45103735 0.40811956]],[[0. 1. 0.]],[[24.512276]],[48]
1134,[[0.34929934 0.33568    0.3150207 ]],[[1. 0. 0.]],[[8.740604]],[0]
1135,[[0.98891735 0.0035181  0.00756453]],[[1. 0. 0.]],[[-1.]],[0]
1136,[[0.23348036 0.41446412 0.35205552]],[[0. 1. 0.]],[[17.422516]],[8]
1137,[[0.11032369 0.47129205 0.41838422]],[[0. 0. 1.]],[[26.977812]],[32]
1138,[[0.13318917 0.45027384 0.41653696]],[[0. 0. 1.]],[[27.430744]],[20]
1139,[[0.08184624 0.485679   0.43247476]],[[0. 0. 1.]],[[32.017532]],[28]
1140,[[0.09055844 0.4729566  0.43648496]],[[0. 0. 1.]],[[29.334713]],[38]
1141,[[0.20239313 0.4114575  0.3861494 ]],[[0. 0. 1.]],[[18.24182]],[24]
1142,[[0.14653134 0.4540323  0.3994364 ]],[[0. 0. 1.]],[[24.276722]],[18]
1143,[[0.7132281  0.14865126 0.13812065]],[[1. 0. 0.]],[[-0.9999043]],[0]
1144,[[0.15232494 0.44128937 0.40638566]],[[0. 1. 0.]],[[24.125034]],[46]
1145,[[0.04730351 0.48662814 0.46606836]],[[0. 1. 0.]],[[43.904617]],[32]
1146,[[0.08141176 0.48800808 0.4305802 ]],[[0. 0. 1.]],[[31.827059]],[20]
1147,[[0.03347345 0.48605853 0.48046798]],[[0. 1. 0.]],[[50.2807]],[44]
1148,[[0.08237483 0.49080187 0.42682326]],[[0. 1. 0.]],[[31.241919]],[32]
1149,[[0.09905658 0.47808376 0.4228596 ]],[[0. 1. 0.]],[[28.98422]],[44]
1150,[[0.08578661 0.47792864 0.43628472]],[[1. 0. 0.]],[[32.786278]],[0]
1151,[[0.11767352 0.46331745 0.41900903]],[[0. 0. 1.]],[[27.640676]],[40]
1152,[[0.98331153 0.00761893 0.00906949]],[[1. 0. 0.]],[[-1.]],[0]
1153,[[0.9145397  0.04518152 0.04027884]],[[1. 0. 0.]],[[-1.]],[0]
1154,[[0.18580769 0.42149377 0.39269847]],[[0. 0. 1.]],[[19.580935]],[16]
1155,[[0.02236577 0.4900382  0.4875961 ]],[[0. 0. 1.]],[[59.195705]],[108]
1156,[[0.13773926 0.44765294 0.41460785]],[[0. 1. 0.]],[[22.994776]],[24]
1157,[[0.06976686 0.4951242  0.4351089 ]],[[0. 0. 1.]],[[33.867203]],[26]
1158,[[0.122283   0.45919892 0.4185181 ]],[[0. 0. 1.]],[[25.390995]],[24]
1159,[[0.11359976 0.4661954  0.42020482]],[[0. 0. 1.]],[[27.737001]],[24]
1160,[[0.22582461 0.3837078  0.39046755]],[[0. 1. 0.]],[[15.459703]],[14]
1161,[[0.88724136 0.05019709 0.06256148]],[[1. 0. 0.]],[[-0.9999999]],[0]
1162,[[0.04655689 0.52201986 0.4314232 ]],[[0. 0. 1.]],[[38.908962]],[34]
1163,[[0.29423586 0.3516009  0.35416326]],[[0. 0. 1.]],[[16.832247]],[32]
1164,[[0.62645173 0.15674812 0.21680017]],[[0. 1. 0.]],[[-1.]],[4]
1165,[[9.9997568e-01 4.1572098e-06 2.0154082e-05]],[[0. 0. 1.]],[[-1.]],[8]
1166,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
1167,[[0.57782274 0.22124822 0.20092905]],[[0. 1. 0.]],[[-0.9992991]],[11]
1168,[[0.91715574 0.03908439 0.04375983]],[[1. 0. 0.]],[[-1.]],[0]
1169,[[0.7716601  0.1079027  0.12043724]],[[1. 0. 0.]],[[-0.98869205]],[0]
1170,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
1171,[[0.16483773 0.4272683  0.407894  ]],[[0. 1. 0.]],[[22.378584]],[32]
1172,[[0.9622496  0.01728993 0.02046052]],[[1. 0. 0.]],[[-1.]],[0]
1173,[[0.12058321 0.45327464 0.42614216]],[[1. 0. 0.]],[[26.885538]],[0]
1174,[[0.16582666 0.42878863 0.40538478]],[[0. 1. 0.]],[[21.127087]],[30]
1175,[[0.7775943  0.10484328 0.11756236]],[[1. 0. 0.]],[[-0.9970867]],[0]
1176,[[0.05723678 0.49092826 0.45183495]],[[0. 0. 1.]],[[37.072914]],[16]
1177,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
1178,[[0.05884835 0.49376872 0.447383  ]],[[0. 1. 0.]],[[36.58432]],[22]
1179,[[0.18461916 0.4282453  0.3871355 ]],[[0. 1. 0.]],[[21.512577]],[7]
1180,[[0.13455535 0.46294746 0.4024972 ]],[[0. 1. 0.]],[[24.686401]],[12]
1181,[[0.14559732 0.44684336 0.4075594 ]],[[0. 0. 1.]],[[24.779856]],[12]
1182,[[0.07535876 0.48906067 0.4355806 ]],[[0. 1. 0.]],[[32.980522]],[50]
1183,[[0.12044472 0.46537438 0.41418082]],[[0. 1. 0.]],[[26.2356]],[16]
1184,[[0.11324577 0.46041206 0.42634222]],[[0. 1. 0.]],[[27.887365]],[24]
1185,[[0.11864465 0.46838757 0.41296777]],[[0. 0. 1.]],[[26.55575]],[40]
1186,[[0.86079127 0.06520853 0.07400022]],[[1. 0. 0.]],[[-0.9999962]],[0]
1187,[[0.02538374 0.51087606 0.46374023]],[[0. 1. 0.]],[[46.73507]],[28]
1188,[[0.16927566 0.43565136 0.39507294]],[[0. 0. 1.]],[[21.55386]],[20]
1189,[[0.5353106  0.23761137 0.22707799]],[[0. 1. 0.]],[[0.15667933]],[10]
1190,[[0.04562801 0.479894   0.47447798]],[[0. 1. 0.]],[[41.21778]],[34]
1191,[[0.05133184 0.48313704 0.4655311 ]],[[0. 0. 1.]],[[39.989384]],[60]
1192,[[0.09144867 0.47885907 0.42969224]],[[0. 1. 0.]],[[31.302143]],[40]
1193,[[0.06413207 0.4854364  0.4504315 ]],[[0. 1. 0.]],[[35.573174]],[62]
1194,[[0.44149965 0.26697758 0.2915227 ]],[[1. 0. 0.]],[[12.143303]],[0]
1195,[[0.49270695 0.2657395  0.2415535 ]],[[1. 0. 0.]],[[4.2664266]],[0]
1196,[[0.08053169 0.47022694 0.44924134]],[[0. 1. 0.]],[[33.016]],[40]
1197,[[0.12456338 0.47139457 0.40404207]],[[0. 1. 0.]],[[25.669243]],[10]
1198,[[0.11871732 0.44938743 0.43189526]],[[0. 0. 1.]],[[24.081377]],[18]
1199,[[0.05602216 0.4976318  0.44634607]],[[0. 1. 0.]],[[36.488945]],[44]
1200,[[0.10601131 0.45047283 0.4435158 ]],[[0. 1. 0.]],[[28.361782]],[22]
1201,[[0.777109   0.07096236 0.15192863]],[[1. 0. 0.]],[[-1.]],[0]
1202,[[0.0769357  0.47133642 0.45172784]],[[0. 0. 1.]],[[34.82426]],[4]
1203,[[0.16485767 0.45053676 0.3846056 ]],[[0. 1. 0.]],[[20.883112]],[18]
1204,[[0.12541838 0.45557755 0.419004  ]],[[0. 0. 1.]],[[25.483181]],[14]
1205,[[0.11006883 0.4751374  0.4147938 ]],[[0. 0. 1.]],[[27.952106]],[30]
1206,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
1207,[[0.10080176 0.5515423  0.34765598]],[[0. 0. 1.]],[[32.77948]],[20]
